beta,rgb_supervise,rgb_weak_supervise_prop,z_dim,smooth,alpha,img_metric_mean,img_metric_std,color_metric_mean,color_metric_std
1.0,True,0.05,64,0.005,0.5,"[9.03548708e-01 0.00000000e+00 5.04583317e+01 3.41215787e-03
 8.98729093e+01 5.58405244e+01 9.88178395e-01 0.00000000e+00
 5.25142913e+01 2.87870540e-03 8.96815156e+01 5.56071868e+01
 9.90581256e-01]","[3.41321653e+00 0.00000000e+00 4.44925251e+00 1.81167506e-03
 7.61005365e-01 3.41440376e+00 1.25526450e-02 0.00000000e+00
 5.58671961e+00 1.84842371e-03 1.58324080e+00 3.10595363e+00
 1.20161000e-02]",51.9598842045855,17.71479513460428
2.5,False,0.05,16,0.005,0.5,"[8.53661343e-01 0.00000000e+00 4.94324284e+01 3.81558070e-03
 8.98781799e+01 5.55638456e+01 9.85128286e-01 0.00000000e+00
 5.13802972e+01 3.27560795e-03 8.97177393e+01 5.50401897e+01
 9.88000299e-01]","[3.40607118e+00 0.00000000e+00 4.34180090e+00 1.96907765e-03
 7.56207501e-01 3.53126307e+00 1.50165724e-02 0.00000000e+00
 5.67384274e+00 2.03460347e-03 1.44627312e+00 3.15221029e+00
 1.44808958e-02]",50.34550293816593,18.685861913254612
0.5,False,0.05,16,0.001,0.1,"[1.00019380e+00 0.00000000e+00 5.04697487e+01 3.45436940e-03
 8.98681862e+01 5.59185939e+01 9.87549352e-01 0.00000000e+00
 5.26478979e+01 2.90691323e-03 8.96327367e+01 5.56739900e+01
 9.89968958e-01]","[3.31381384e+00 0.00000000e+00 4.63557102e+00 1.96682977e-03
 7.71309156e-01 3.58400798e+00 1.43290359e-02 0.00000000e+00
 5.93540056e+00 2.00120382e-03 1.79830153e+00 3.27675212e+00
 1.36990402e-02]",44.134442395626266,18.466480997521042
2.5,True,0.05,16,0.001,0.1,"[9.46467795e-01 0.00000000e+00 4.96633936e+01 3.71660409e-03
 8.98757608e+01 5.56875864e+01 9.86098886e-01 0.00000000e+00
 5.17007878e+01 3.17574614e-03 8.97054317e+01 5.52004350e+01
 9.88661465e-01]","[3.11247568e+00 0.00000000e+00 4.29144710e+00 1.96052525e-03
 7.61458420e-01 3.51467825e+00 1.46231141e-02 0.00000000e+00
 5.72211375e+00 2.03293912e-03 1.44540087e+00 3.16777889e+00
 1.42606648e-02]",44.48900855182484,19.3520513245508
1.0,True,0.05,8,0.001,1.0,"[9.00247882e-01 0.00000000e+00 4.82629041e+01 4.49995026e-03
 8.98806075e+01 5.52900994e+01 9.79815350e-01 0.00000000e+00
 5.01258938e+01 3.92406446e-03 8.97096226e+01 5.44129880e+01
 9.83008844e-01]","[3.28619300e+00 0.00000000e+00 4.94719443e+00 2.50272581e-03
 7.58782223e-01 4.06322014e+00 2.06540180e-02 0.00000000e+00
 6.30980827e+00 2.55913346e-03 1.44085044e+00 3.46493427e+00
 2.00201871e-02]",43.98418812903961,19.61293033964878
2.5,True,0.05,64,0.005,0.5,"[1.02494334e+00 0.00000000e+00 4.94281376e+01 3.74800438e-03
 8.98756027e+01 5.53954390e+01 9.86399760e-01 0.00000000e+00
 5.14858306e+01 3.16568622e-03 8.96834122e+01 5.50929564e+01
 9.89013743e-01]","[3.29575314e+00 0.00000000e+00 3.94913796e+00 1.81013966e-03
 7.62582922e-01 3.26371085e+00 1.34142820e-02 0.00000000e+00
 5.26272979e+00 1.88395293e-03 1.57493618e+00 2.93911578e+00
 1.29100945e-02]",52.75608969031456,16.521343212079973
1.0,False,0.05,64,0.001,1.0,"[1.12082550e+00 0.00000000e+00 5.09020039e+01 3.22657407e-03
 8.98768353e+01 5.63039560e+01 9.89406292e-01 0.00000000e+00
 5.29300214e+01 2.74455317e-03 8.96829964e+01 5.58150518e+01
 9.91357112e-01]","[3.30396541e+00 0.00000000e+00 4.30661178e+00 1.71703246e-03
 7.61610369e-01 3.55902309e+00 1.15983699e-02 0.00000000e+00
 5.61945840e+00 1.75146365e-03 1.55887840e+00 3.11716916e+00
 1.10697186e-02]",45.07575547727395,19.399750088666334
1.0,True,0.05,64,0.001,2.5,"[8.87982807e-01 0.00000000e+00 5.06156294e+01 3.33232960e-03
 8.98732354e+01 5.61876296e+01 9.88699753e-01 0.00000000e+00
 5.24572961e+01 2.87707062e-03 8.96954371e+01 5.55786891e+01
 9.90696373e-01]","[3.33639056e+00 0.00000000e+00 4.31897780e+00 1.75267058e-03
 7.61499417e-01 3.56557028e+00 1.21348225e-02 0.00000000e+00
 5.52471373e+00 1.79117300e-03 1.49007538e+00 3.07019678e+00
 1.15727883e-02]",44.36972052183019,18.55120292953155
2.5,False,0.05,64,0.001,1.0,"[9.33794372e-01 0.00000000e+00 4.96795545e+01 3.70088033e-03
 8.98772391e+01 5.58093077e+01 9.86205774e-01 0.00000000e+00
 5.15202841e+01 3.21482015e-03 8.96889927e+01 5.51101831e+01
 9.88497232e-01]","[3.26181063e+00 0.00000000e+00 4.31799650e+00 1.88723249e-03
 7.58915479e-01 3.69906362e+00 1.39992810e-02 0.00000000e+00
 5.66432007e+00 1.96432784e-03 1.56960841e+00 3.15325232e+00
 1.36069239e-02]",42.73227907524866,19.033546260760193
0.5,False,0.05,64,0.005,0.5,"[9.23716228e-01 0.00000000e+00 5.14496526e+01 3.06729543e-03
 8.98754317e+01 5.64705918e+01 9.90303873e-01 0.00000000e+00
 5.35488436e+01 2.59939741e-03 8.96831872e+01 5.61244629e+01
 9.92131531e-01]","[3.30408641e+00 0.00000000e+00 4.51294718e+00 1.71620922e-03
 7.61435808e-01 3.53105641e+00 1.11950940e-02 0.00000000e+00
 5.85865727e+00 1.73399297e-03 1.58797278e+00 3.22035250e+00
 1.04913590e-02]",55.951122767639625,17.355244937279267
0.5,False,0.05,8,0.001,0.1,"[8.76020456e-01 0.00000000e+00 4.83177672e+01 4.47214310e-03
 8.98846761e+01 5.51689998e+01 9.79528556e-01 0.00000000e+00
 5.01612552e+01 3.89155250e-03 8.97452853e+01 5.44306687e+01
 9.82989953e-01]","[3.20607063e+00 0.00000000e+00 4.95960977e+00 2.47683643e-03
 7.57228478e-01 3.86679701e+00 2.07408867e-02 0.00000000e+00
 6.24354078e+00 2.50447011e-03 1.33354884e+00 3.43687556e+00
 1.98607221e-02]",45.33412962756025,19.347906239091106
1.0,False,0.05,16,0.001,1.0,"[8.52794053e-01 0.00000000e+00 5.02875960e+01 3.52354636e-03
 8.98799036e+01 5.59710203e+01 9.86982867e-01 0.00000000e+00
 5.22717847e+01 3.03508916e-03 8.96998975e+01 5.54859334e+01
 9.89202852e-01]","[3.20107029e+00 0.00000000e+00 4.67669991e+00 1.94717187e-03
 7.57910220e-01 3.65043091e+00 1.42237618e-02 0.00000000e+00
 6.06610777e+00 1.99964616e-03 1.54933594e+00 3.34955400e+00
 1.37260680e-02]",43.36607035600592,19.097806013984815
2.5,True,0.05,64,0.001,1.0,"[9.23696700e-01 0.00000000e+00 4.96456565e+01 3.71291546e-03
 8.98772796e+01 5.58114490e+01 9.86138362e-01 0.00000000e+00
 5.15047046e+01 3.22182925e-03 8.96850463e+01 5.51023934e+01
 9.88448091e-01]","[3.22194292e+00 0.00000000e+00 4.30200882e+00 1.88956537e-03
 7.59579332e-01 3.70918453e+00 1.40684967e-02 0.00000000e+00
 5.66756603e+00 1.97232507e-03 1.58599382e+00 3.15429833e+00
 1.37140320e-02]",43.31328887883211,19.052959613308854
2.5,False,0.05,16,0.005,2.5,"[9.39357411e-01 0.00000000e+00 4.96632291e+01 3.72977952e-03
 8.98769998e+01 5.59168201e+01 9.85649934e-01 0.00000000e+00
 5.16474580e+01 3.19297188e-03 8.96956766e+01 5.51737701e+01
 9.88532142e-01]","[3.44589803e+00 0.00000000e+00 4.43495811e+00 1.93865350e-03
 7.57251439e-01 3.85809068e+00 1.45226480e-02 0.00000000e+00
 5.77134600e+00 1.99599274e-03 1.48832303e+00 3.20504484e+00
 1.37109033e-02]",55.1794806278929,16.446221082744575
1.0,False,0.05,16,0.005,2.5,"[1.40348189e+00 0.00000000e+00 5.02066896e+01 3.55166208e-03
 8.98760007e+01 5.58397106e+01 9.86974807e-01 0.00000000e+00
 5.18898158e+01 3.09669494e-03 8.96698817e+01 5.52949490e+01
 9.89134885e-01]","[3.61342500e+00 0.00000000e+00 4.62958817e+00 1.97275791e-03
 7.59454969e-01 3.51066201e+00 1.42682871e-02 0.00000000e+00
 5.59569204e+00 1.99225383e-03 1.63438560e+00 3.11579189e+00
 1.36762620e-02]",49.00566437577589,19.235259007069683
0.5,True,0.05,8,0.001,0.1,"[8.72293186e-01 0.00000000e+00 4.83181554e+01 4.47323038e-03
 8.98846924e+01 5.51755037e+01 9.79510556e-01 0.00000000e+00
 5.01596922e+01 3.89220811e-03 8.97452990e+01 5.44298872e+01
 9.82983399e-01]","[3.20231652e+00 0.00000000e+00 4.96881886e+00 2.47675762e-03
 7.57157322e-01 3.87781961e+00 2.07503069e-02 0.00000000e+00
 6.24524097e+00 2.50423419e-03 1.33297902e+00 3.43765296e+00
 1.98757427e-02]",44.18355793476681,18.57576722849778
0.5,True,0.05,16,0.005,0.5,"[1.04196949e+00 0.00000000e+00 5.06553900e+01 3.41572002e-03
 8.98837673e+01 5.62025902e+01 9.87603401e-01 0.00000000e+00
 5.28344708e+01 2.89087590e-03 8.97235063e+01 5.57672765e+01
 9.89868792e-01]","[3.22669733e+00 0.00000000e+00 4.84670731e+00 1.97076847e-03
 7.56043201e-01 3.80713915e+00 1.43051176e-02 0.00000000e+00
 6.24545413e+00 1.99985162e-03 1.41545432e+00 3.43743464e+00
 1.36485989e-02]",51.29943090200457,17.844965093670638
0.5,True,0.05,64,0.001,1.0,"[2.02954407e+00 0.00000000e+00 5.11444506e+01 3.16117399e-03
 8.98776001e+01 5.63252987e+01 9.89224164e-01 0.00000000e+00
 5.34421637e+01 2.61238505e-03 8.96641405e+01 5.60711229e+01
 9.92028898e-01]","[4.66298650e+00 0.00000000e+00 4.48065172e+00 1.70724798e-03
 7.59558154e-01 3.48731369e+00 1.14558942e-02 0.00000000e+00
 5.71041347e+00 1.72336886e-03 1.70540839e+00 3.15536032e+00
 1.04450293e-02]",45.15727612133576,19.2552966426135
0.5,True,0.05,64,0.005,0.5,"[9.08711972e-01 0.00000000e+00 5.14530982e+01 3.06619259e-03
 8.98753584e+01 5.64821270e+01 9.90295833e-01 0.00000000e+00
 5.35635965e+01 2.59604766e-03 8.96828639e+01 5.61318393e+01
 9.92146492e-01]","[3.28114812e+00 0.00000000e+00 4.51039388e+00 1.72168803e-03
 7.62180052e-01 3.53503810e+00 1.12901827e-02 0.00000000e+00
 5.85662208e+00 1.73929462e-03 1.58819268e+00 3.21902881e+00
 1.05495971e-02]",56.6692382218557,16.759634551202204
2.5,True,0.05,64,0.001,0.5,"[1.02528565e+00 0.00000000e+00 4.94165319e+01 3.75516395e-03
 8.98765130e+01 5.53934110e+01 9.86356500e-01 0.00000000e+00
 5.14691187e+01 3.17365838e-03 8.96866883e+01 5.50846004e+01
 9.88981459e-01]","[3.23641942e+00 0.00000000e+00 3.97231640e+00 1.80865204e-03
 7.59492258e-01 3.28853806e+00 1.33616362e-02 0.00000000e+00
 5.29842935e+00 1.87758270e-03 1.56985835e+00 2.95812692e+00
 1.28449605e-02]",45.15026225054195,19.15920475769192
0.5,True,0.05,8,0.005,0.1,"[8.75690566e-01 0.00000000e+00 4.83285952e+01 4.47156583e-03
 8.98848245e+01 5.51679021e+01 9.79518036e-01 0.00000000e+00
 5.01611206e+01 3.89246230e-03 8.97447148e+01 5.44306014e+01
 9.82985952e-01]","[3.20747130e+00 0.00000000e+00 4.98216123e+00 2.48232652e-03
 7.56739124e-01 3.86567372e+00 2.07616257e-02 0.00000000e+00
 6.24650802e+00 2.50682953e-03 1.33335229e+00 3.43823716e+00
 1.98891142e-02]",57.14596637578963,16.126082156026158
0.5,False,0.05,16,0.005,1.0,"[9.51004725e-01 0.00000000e+00 5.04083587e+01 3.46610754e-03
 8.98736413e+01 5.58771262e+01 9.87459643e-01 0.00000000e+00
 5.22191310e+01 2.99656076e-03 8.97045911e+01 5.54596066e+01
 9.89579932e-01]","[3.35675219e+00 0.00000000e+00 4.57728515e+00 1.93775539e-03
 7.59202030e-01 3.51381855e+00 1.40955374e-02 0.00000000e+00
 5.69251985e+00 1.95259984e-03 1.44595317e+00 3.15879421e+00
 1.34915800e-02]",45.800444149811405,18.381990446784943
2.5,False,0.05,16,0.001,0.5,"[8.55080104e-01 0.00000000e+00 4.94681185e+01 3.81048290e-03
 8.98774916e+01 5.55734063e+01 9.85113072e-01 0.00000000e+00
 5.13713089e+01 3.27365088e-03 8.97150566e+01 5.50356956e+01
 9.88000106e-01]","[3.38364348e+00 0.00000000e+00 4.39680345e+00 1.98286408e-03
 7.58010902e-01 3.52838125e+00 1.50669637e-02 0.00000000e+00
 5.62456600e+00 2.03796365e-03 1.45389289e+00 3.12810453e+00
 1.45326150e-02]",44.51333095724615,18.672131639764196
0.5,False,0.05,8,0.005,1.0,"[1.12483668e+00 0.00000000e+00 4.81953807e+01 4.50640767e-03
 8.98753341e+01 5.51242993e+01 9.79641220e-01 0.00000000e+00
 4.98130504e+01 3.97628156e-03 8.96663740e+01 5.42565663e+01
 9.82647857e-01]","[3.55100062e+00 0.00000000e+00 4.85143648e+00 2.44554328e-03
 7.63684716e-01 3.86841064e+00 2.03477266e-02 0.00000000e+00
 5.92414830e+00 2.48944713e-03 1.63562634e+00 3.28018329e+00
 1.98431332e-02]",49.57826456277701,17.814091099072535
1.0,True,0.05,8,0.001,0.1,"[8.57410750e-01 0.00000000e+00 4.82275996e+01 4.49036825e-03
 8.98827989e+01 5.52674138e+01 9.79617532e-01 0.00000000e+00
 5.00901298e+01 3.90841666e-03 8.97360707e+01 5.43951060e+01
 9.83033160e-01]","[3.32786600e+00 0.00000000e+00 4.84760030e+00 2.43970939e-03
 7.57351204e-01 4.00164870e+00 2.03178670e-02 0.00000000e+00
 6.18187749e+00 2.50194380e-03 1.36347460e+00 3.41146770e+00
 1.96894897e-02]",44.774976450324885,19.021245893470116
1.0,True,0.05,16,0.005,1.0,"[8.51255547e-01 0.00000000e+00 5.02968252e+01 3.52111930e-03
 8.98799594e+01 5.59923758e+01 9.87006076e-01 0.00000000e+00
 5.22690822e+01 3.03644517e-03 8.97033363e+01 5.54845822e+01
 9.89194893e-01]","[3.19214709e+00 0.00000000e+00 4.68260757e+00 1.94823449e-03
 7.58232922e-01 3.66209774e+00 1.42373104e-02 0.00000000e+00
 6.06975896e+00 1.99889941e-03 1.52325626e+00 3.35056850e+00
 1.37243824e-02]",50.34183851580294,18.259875151740367
1.0,False,0.05,64,0.001,0.5,"[9.04209948e-01 0.00000000e+00 5.04329226e+01 3.42257446e-03
 8.98730861e+01 5.58264417e+01 9.88111652e-01 0.00000000e+00
 5.24700044e+01 2.89028806e-03 8.96797416e+01 5.55850433e+01
 9.90528359e-01]","[3.41799125e+00 0.00000000e+00 4.45988168e+00 1.81227963e-03
 7.61923618e-01 3.40407168e+00 1.25673118e-02 0.00000000e+00
 5.57276052e+00 1.84759383e-03 1.60120011e+00 3.09731240e+00
 1.20298221e-02]",46.42491444520878,18.650079655514787
0.5,False,0.05,64,0.001,0.5,"[9.13307062e-01 0.00000000e+00 5.14580109e+01 3.06831432e-03
 8.98754295e+01 5.64792497e+01 9.90271883e-01 0.00000000e+00
 5.35503202e+01 2.60205321e-03 8.96847177e+01 5.61252012e+01
 9.92100565e-01]","[3.30112612e+00 0.00000000e+00 4.53603151e+00 1.72844970e-03
 7.61690459e-01 3.54455475e+00 1.13041945e-02 0.00000000e+00
 5.86896736e+00 1.74568285e-03 1.58395435e+00 3.22583284e+00
 1.06286951e-02]",45.11461057091249,19.106927091250505
2.5,True,0.05,64,0.005,2.5,"[9.95655669e-01 0.00000000e+00 4.95815737e+01 3.72709804e-03
 8.98774671e+01 5.56757243e+01 9.86179120e-01 0.00000000e+00
 5.14303940e+01 3.22177402e-03 8.96710034e+01 5.50652381e+01
 9.88608293e-01]","[3.40632360e+00 0.00000000e+00 4.25077394e+00 1.85605337e-03
 7.57011176e-01 3.52842408e+00 1.35258212e-02 0.00000000e+00
 5.53251147e+00 1.92202007e-03 1.65804180e+00 3.08420955e+00
 1.30295383e-02]",59.106055307990275,15.251563467594895
1.0,False,0.05,8,0.001,1.0,"[8.92448391e-01 0.00000000e+00 4.82709664e+01 4.49756189e-03
 8.98810033e+01 5.52926320e+01 9.79819010e-01 0.00000000e+00
 5.01210504e+01 3.92396768e-03 8.97131054e+01 5.44105663e+01
 9.83003356e-01]","[3.25723417e+00 0.00000000e+00 4.95384942e+00 2.50415318e-03
 7.57924026e-01 4.06160152e+00 2.06568401e-02 0.00000000e+00
 6.29732022e+00 2.55931113e-03 1.42254799e+00 3.45843716e+00
 2.00501829e-02]",44.30235854614695,18.895225194350278
2.5,True,0.05,16,0.005,0.5,"[8.61366865e-01 0.00000000e+00 4.94449577e+01 3.81395464e-03
 8.98774598e+01 5.55656901e+01 9.85175637e-01 0.00000000e+00
 5.13564874e+01 3.27855321e-03 8.97143586e+01 5.50282848e+01
 9.88000974e-01]","[3.40257822e+00 0.00000000e+00 4.37231831e+00 1.97169489e-03
 7.56901798e-01 3.52820400e+00 1.50472108e-02 0.00000000e+00
 5.63494991e+00 2.03155186e-03 1.45819671e+00 3.13461199e+00
 1.44840836e-02]",51.52337830415326,18.85741032178772
2.5,True,0.05,8,0.001,1.0,"[8.43051242e-01 0.00000000e+00 4.76316437e+01 4.70426794e-03
 8.98815177e+01 5.49685560e+01 9.78523632e-01 0.00000000e+00
 4.95098439e+01 4.08816950e-03 8.97291274e+01 5.41049630e+01
 9.82103464e-01]","[3.24109784e+00 0.00000000e+00 4.47452194e+00 2.35666384e-03
 7.58857171e-01 3.94021464e+00 2.02391154e-02 0.00000000e+00
 5.91742124e+00 2.46013325e-03 1.37358997e+00 3.26589918e+00
 1.98033867e-02]",44.350051195613155,18.78387910904884
0.5,False,0.05,64,0.001,2.5,"[1.07356205e+00 0.00000000e+00 5.11453008e+01 3.15631586e-03
 8.98777894e+01 5.64233678e+01 9.89811408e-01 0.00000000e+00
 5.31659162e+01 2.69786245e-03 8.96747730e+01 5.59329992e+01
 9.91650888e-01]","[3.32759095e+00 0.00000000e+00 4.42851146e+00 1.70593458e-03
 7.59485788e-01 3.58144367e+00 1.12183988e-02 0.00000000e+00
 5.80963603e+00 1.74253814e-03 1.62010469e+00 3.21657296e+00
 1.06355659e-02]",44.54148656721628,18.897786215256495
1.0,True,0.05,16,0.005,0.5,"[9.53370704e-01 0.00000000e+00 5.06069628e+01 3.41703621e-03
 8.98770637e+01 5.61163210e+01 9.87736169e-01 0.00000000e+00
 5.25330400e+01 2.94329729e-03 8.97061762e+01 5.56165611e+01
 9.89790112e-01]","[3.28843252e+00 0.00000000e+00 4.74640071e+00 1.95296449e-03
 7.58898978e-01 3.69702925e+00 1.41036974e-02 0.00000000e+00
 5.99478577e+00 1.97531036e-03 1.44078384e+00 3.31343299e+00
 1.34964817e-02]",46.1283931519258,18.030679849130088
0.5,False,0.05,64,0.001,0.1,"[8.20120964e-01 0.00000000e+00 5.11258786e+01 3.18200769e-03
 8.98683142e+01 5.62208968e+01 9.89307282e-01 0.00000000e+00
 5.31970264e+01 2.69851809e-03 8.96690979e+01 5.59485543e+01
 9.91595668e-01]","[3.34686950e+00 0.00000000e+00 4.56779873e+00 1.73885888e-03
 7.68129791e-01 3.52646526e+00 1.15640589e-02 0.00000000e+00
 5.83624775e+00 1.77437575e-03 1.58521429e+00 3.22842987e+00
 1.10168154e-02]",44.29947797877434,19.246097579518164
0.5,True,0.05,8,0.001,2.5,"[8.76151867e-01 0.00000000e+00 4.80105888e+01 4.60691894e-03
 8.98841469e+01 5.52918277e+01 9.78868869e-01 0.00000000e+00
 4.98485297e+01 4.03217795e-03 8.97356802e+01 5.42743059e+01
 9.82249108e-01]","[3.27838744e+00 0.00000000e+00 4.89132677e+00 2.50203859e-03
 7.54826852e-01 4.15371544e+00 2.10335681e-02 0.00000000e+00
 6.29272205e+00 2.57919478e-03 1.33928868e+00 3.46166258e+00
 2.05029077e-02]",43.83122737596574,19.077916368654815
2.5,False,0.05,8,0.001,2.5,"[9.00691576e-01 0.00000000e+00 4.80323548e+01 4.56448777e-03
 8.98794790e+01 5.51731699e+01 9.79294909e-01 0.00000000e+00
 4.99025337e+01 3.96331630e-03 8.97201549e+01 5.43013079e+01
 9.82739111e-01]","[3.23829940e+00 0.00000000e+00 4.74545670e+00 2.42608538e-03
 7.62097266e-01 3.94847761e+00 2.04069324e-02 0.00000000e+00
 6.06431795e+00 2.49305684e-03 1.39477729e+00 3.34685344e+00
 1.97524740e-02]",43.696400353563995,18.894534229301
0.5,False,0.05,64,0.005,0.1,"[8.18903418e-01 0.00000000e+00 5.11386414e+01 3.17866968e-03
 8.98688694e+01 5.62294225e+01 9.89312583e-01 0.00000000e+00
 5.32041507e+01 2.69479926e-03 8.96717239e+01 5.59521164e+01
 9.91617337e-01]","[3.34639494e+00 0.00000000e+00 4.57263161e+00 1.74126641e-03
 7.68320115e-01 3.53419631e+00 1.15847026e-02 0.00000000e+00
 5.81584139e+00 1.77625445e-03 1.56560456e+00 3.21971352e+00
 1.10168095e-02]",51.796072174928035,17.987039538795734
0.5,True,0.05,16,0.005,2.5,"[8.70171529e-01 0.00000000e+00 5.03315475e+01 3.51008575e-03
 8.98684765e+01 5.58655273e+01 9.87408462e-01 0.00000000e+00
 5.25190981e+01 2.94745925e-03 8.96682594e+01 5.56095901e+01
 9.89848971e-01]","[3.42324013e+00 0.00000000e+00 4.66545612e+00 1.97562588e-03
 7.71045866e-01 3.61945685e+00 1.42426570e-02 0.00000000e+00
 5.94369346e+00 2.00511424e-03 1.60549921e+00 3.28372212e+00
 1.36336661e-02]",46.89039298899497,18.725328423470273
0.5,True,0.05,64,0.001,0.1,"[8.23791937e-01 0.00000000e+00 5.11326538e+01 3.18033006e-03
 8.98686310e+01 5.62353541e+01 9.89319881e-01 0.00000000e+00
 5.32117738e+01 2.69649737e-03 8.96709003e+01 5.59559280e+01
 9.91591427e-01]","[3.36234882e+00 0.00000000e+00 4.56352266e+00 1.74422525e-03
 7.68052972e-01 3.53703148e+00 1.16079968e-02 0.00000000e+00
 5.84376549e+00 1.78128302e-03 1.56237488e+00 3.23229098e+00
 1.10701299e-02]",44.55609680944568,19.29419334490577
0.5,False,0.05,8,0.001,1.0,"[1.12573354e+00 0.00000000e+00 4.81883743e+01 4.50786241e-03
 8.98755432e+01 5.51183257e+01 9.79660591e-01 0.00000000e+00
 4.98066883e+01 3.97731623e-03 8.96687116e+01 5.42533852e+01
 9.82659355e-01]","[3.54819139e+00 0.00000000e+00 4.84019462e+00 2.44509499e-03
 7.62742959e-01 3.86604290e+00 2.03433190e-02 0.00000000e+00
 5.91267821e+00 2.48991630e-03 1.61917747e+00 3.27412525e+00
 1.98480683e-02]",43.76201065806678,19.48874283755679
1.0,True,0.05,64,0.001,0.5,"[9.13317472e-01 0.00000000e+00 5.04611635e+01 3.40925365e-03
 8.98729257e+01 5.58381571e+01 9.88180985e-01 0.00000000e+00
 5.25214147e+01 2.87669572e-03 8.96809483e+01 5.56107484e+01
 9.90586346e-01]","[3.42509974e+00 0.00000000e+00 4.43469651e+00 1.80849743e-03
 7.62287304e-01 3.40505871e+00 1.25323266e-02 0.00000000e+00
 5.59017416e+00 1.84490335e-03 1.58527152e+00 3.10716003e+00
 1.20027145e-02]",45.147138648687886,18.761016100306406
1.0,False,0.05,8,0.005,1.0,"[8.83820242e-01 0.00000000e+00 4.82858353e+01 4.49330288e-03
 8.98806888e+01 5.52973615e+01 9.79843695e-01 0.00000000e+00
 5.01364801e+01 3.92031758e-03 8.97082061e+01 5.44182812e+01
 9.83019765e-01]","[3.24036170e+00 0.00000000e+00 4.96871094e+00 2.50730789e-03
 7.58424802e-01 4.06414124e+00 2.06875140e-02 0.00000000e+00
 6.30981672e+00 2.56137742e-03 1.45200496e+00 3.46507419e+00
 2.00635811e-02]",58.2868582998153,16.710403035013375
0.5,False,0.05,8,0.005,0.5,"[1.02606111e+00 0.00000000e+00 4.82758755e+01 4.49428808e-03
 8.98809677e+01 5.51827355e+01 9.79531342e-01 0.00000000e+00
 5.01917165e+01 3.90287582e-03 8.96905543e+01 5.44458994e+01
 9.82973810e-01]","[3.37994557e+00 0.00000000e+00 4.99087864e+00 2.46570125e-03
 7.57489404e-01 3.95145111e+00 2.05040653e-02 0.00000000e+00
 6.36525848e+00 2.53322200e-03 1.58201462e+00 3.50011600e+00
 1.98592129e-02]",56.358890403205415,15.629056901239471
2.5,True,0.05,8,0.005,0.1,"[8.56909151e-01 0.00000000e+00 4.78925380e+01 4.59911237e-03
 8.98778517e+01 5.49909407e+01 9.79077303e-01 0.00000000e+00
 4.97084657e+01 3.99021779e-03 8.97199100e+01 5.42042740e+01
 9.82657926e-01]","[3.39946699e+00 0.00000000e+00 4.56012808e+00 2.40304430e-03
 7.57507647e-01 3.77738515e+00 2.04659942e-02 0.00000000e+00
 5.77179039e+00 2.46418410e-03 1.41571140e+00 3.19624587e+00
 1.98415428e-02]",57.27580341744388,16.308457132305783
2.5,False,0.05,8,0.005,0.1,"[8.48994609e-01 0.00000000e+00 4.78758522e+01 4.60472807e-03
 8.98777741e+01 5.49838432e+01 9.79043852e-01 0.00000000e+00
 4.96801589e+01 3.99644926e-03 8.97207176e+01 5.41901206e+01
 9.82646116e-01]","[3.38118205e+00 0.00000000e+00 4.55199197e+00 2.39723854e-03
 7.57323729e-01 3.77716421e+00 2.04383937e-02 0.00000000e+00
 5.75595705e+00 2.45549003e-03 1.40048984e+00 3.18865465e+00
 1.98282746e-02]",56.77476516148841,16.694046360369516
1.0,False,0.05,64,0.005,0.1,"[9.56439492e-01 0.00000000e+00 5.07671343e+01 3.27664426e-03
 8.98773354e+01 5.61410182e+01 9.89220385e-01 0.00000000e+00
 5.27790960e+01 2.79177272e-03 8.96782815e+01 5.57395891e+01
 9.91118239e-01]","[3.30506248e+00 0.00000000e+00 4.31574955e+00 1.74088929e-03
 7.58147946e-01 3.43962350e+00 1.18556033e-02 0.00000000e+00
 5.61177248e+00 1.78252876e-03 1.64827350e+00 3.11320044e+00
 1.13173829e-02]",52.28780054966442,16.64955531539509
2.5,False,0.05,8,0.001,1.0,"[8.64138511e-01 0.00000000e+00 4.76348349e+01 4.70039510e-03
 8.98816440e+01 5.49944056e+01 9.78538608e-01 0.00000000e+00
 4.95278581e+01 4.07978948e-03 8.97294638e+01 5.41139701e+01
 9.82135791e-01]","[3.30108375e+00 0.00000000e+00 4.46508869e+00 2.35259383e-03
 7.58485949e-01 3.95414658e+00 2.02514923e-02 0.00000000e+00
 5.91192592e+00 2.46002256e-03 1.37222337e+00 3.26318971e+00
 1.98277698e-02]",44.27958031935502,18.810614385033613
1.0,False,0.05,16,0.005,1.0,"[8.71852477e-01 0.00000000e+00 5.02878364e+01 3.52486423e-03
 8.98800000e+01 5.59731580e+01 9.86997920e-01 0.00000000e+00
 5.22744126e+01 3.03879143e-03 8.96984088e+01 5.54872474e+01
 9.89181134e-01]","[3.26644995e+00 0.00000000e+00 4.69329350e+00 1.94608635e-03
 7.57433864e-01 3.66312425e+00 1.42153987e-02 0.00000000e+00
 6.10439635e+00 2.00043737e-03 1.56497463e+00 3.36775979e+00
 1.37222044e-02]",51.20774641814262,18.48908387037579
